"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"48",805,"Mittlerer Oberrhein",1009395,0.323048,1,1,1
"49",806,"Neckar-Alb",682746,0.35889,1,2,1
"50",807,"Nordschwarzwald",580932,0.463725,2,3,2
"51",808,"Ostwürttemberg",437099,0.396115,1,2,1
"52",809,"Schwarzwald-Baar-Heuberg",476635,0.482366,2,4,2
"53",810,"Stuttgart",2694009,0.218545,1,1,1
"54",811,"Südlicher Oberrhein",1050299,0.454925,2,3,2
"55",812,"Unterer Neckar",1130939,0.361576,1,2,1
"56",901,"Allgäu",473900,0.454154,2,3,2
"57",902,"Augsburg",876783,0.404446,2,3,2
"58",903,"Bayerischer Untermain",368884,0.424156,2,3,2
"59",904,"Donau-Iller (BY)",470588,0.400815,1,2,1
"60",905,"Donau-Wald",650121,0.574939,3,5,2
"61",906,"Industrieregion Mittelfranken",1305440,0.327953,1,1,1
"62",907,"Ingolstadt",473290,0.209094,1,1,1
"63",908,"Landshut",430942,0.433521,2,3,2
"64",909,"Main-Rhön",432086,0.547179,3,5,2
"65",910,"München",2804001,0,1,1,1
"66",911,"Oberfranken-Ost",463093,0.578853,3,5,2
"67",912,"Oberfranken-West",592862,0.463966,2,3,2
"68",913,"Oberland",437234,0.335334,1,1,1
"69",914,"Oberpfalz-Nord",498445,0.555839,3,5,2
"70",915,"Regensburg",700811,0.382165,1,2,1
"71",916,"Südostoberbayern",805454,0.430415,2,3,2
"72",917,"Westmittelfranken",409755,0.534233,3,5,2
"73",918,"Würzburg",497879,0.382272,1,2,1
"74",1001,"Saar",989035,0.672242,4,7,2
"75",1101,"Berlin",3469849,0.636577,3,6,2
"76",1201,"Havelland-Fläming",759468,0.667099,4,7,2
"77",1202,"Lausitz-Spreewald",597366,0.82586,5,9,3
"78",1203,"Oderland-Spree",423894,0.808542,5,9,3
"79",1204,"Prignitz-Oberhavel",381334,0.827446,5,9,3
"80",1205,"Uckermark-Barnim",295810,0.875741,5,10,3
"81",1301,"Mecklenburgische Seenplatte",261733,0.953911,5,10,3
"82",1302,"Mittleres Mecklenburg/Rostock",416045,0.796508,4,8,2
"83",1303,"Vorpommern",461167,0.951907,5,10,3
"84",1304,"Westmecklenburg",460193,0.870893,5,10,3
"85",1401,"Oberes Elbtal/Osterzgebirge",1026007,0.601667,3,6,2
"86",1402,"Oberlausitz-Niederschlesien",566758,0.828421,5,9,3
"87",1403,"Südsachsen",1463341,0.805815,4,8,2
"88",1404,"Westsachsen",999168,0.771489,4,8,2
"89",1501,"Altmark",200739,1,5,10,3
"90",1502,"Anhalt-Bitterfeld-Wittenberg",376858,0.938606,5,10,3
"91",1503,"Halle/S.",745089,0.937612,5,10,3
"92",1504,"Magdeburg",912862,0.892859,5,10,3
"93",1601,"Mittelthüringen",666154,0.735811,4,8,2
"94",1602,"Nordthüringen",366855,0.886834,5,10,3
"95",1603,"Ostthüringen",673285,0.736486,4,8,2
"96",1604,"Südthüringen",450465,0.774517,4,8,2
