"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"72",917,"Westmittelfranken",409755,0.493231,3,5,2
"73",918,"Würzburg",497879,0.353999,1,2,1
"74",1001,"Saar",989035,0.609187,4,7,2
"75",1101,"Berlin",3469849,0.646289,4,7,2
"76",1201,"Havelland-Fläming",759468,0.685781,4,8,2
"77",1202,"Lausitz-Spreewald",597366,0.781665,5,9,3
"78",1203,"Oderland-Spree",423894,0.831486,5,9,3
"79",1204,"Prignitz-Oberhavel",381334,0.839178,5,10,3
"80",1205,"Uckermark-Barnim",295810,0.865282,5,10,3
"81",1301,"Mecklenburgische Seenplatte",261733,0.911104,5,10,3
"82",1302,"Mittleres Mecklenburg/Rostock",416045,0.835296,5,9,3
"83",1303,"Vorpommern",461167,0.941281,5,10,3
"84",1304,"Westmecklenburg",460193,0.847547,5,10,3
"85",1401,"Oberes Elbtal/Osterzgebirge",1026007,0.563916,3,6,2
"86",1402,"Oberlausitz-Niederschlesien",566758,0.775254,5,9,3
"87",1403,"Südsachsen",1463341,0.724609,4,8,2
"88",1404,"Westsachsen",999168,0.761464,4,8,2
"89",1501,"Altmark",200739,1,5,10,3
"90",1502,"Anhalt-Bitterfeld-Wittenberg",376858,0.877694,5,10,3
"91",1503,"Halle/S.",745089,0.917758,5,10,3
"92",1504,"Magdeburg",912862,0.882894,5,10,3
"93",1601,"Mittelthüringen",666154,0.752866,4,8,2
"94",1602,"Nordthüringen",366855,0.812375,5,9,3
"95",1603,"Ostthüringen",673285,0.682418,4,8,2
"96",1604,"Südthüringen",450465,0.711018,4,8,2
