"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"66",911,"Oberfranken-Ost",463093,0.525135,3,6,2
"67",912,"Oberfranken-West",592862,0.418358,2,4,2
"68",913,"Oberland",437234,0.303206,1,2,1
"69",914,"Oberpfalz-Nord",498445,0.507091,3,5,2
"70",915,"Regensburg",700811,0.37738,2,3,2
"71",916,"Südostoberbayern",805454,0.401032,2,3,2
"72",917,"Westmittelfranken",409755,0.500731,3,5,2
"73",918,"Würzburg",497879,0.331296,1,2,1
"74",1001,"Saar",989035,0.598862,4,7,2
"75",1101,"Berlin",3469849,0.632861,4,7,2
"76",1201,"Havelland-Fläming",759468,0.68204,4,8,2
"77",1202,"Lausitz-Spreewald",597366,0.756222,5,9,3
"78",1203,"Oderland-Spree",423894,0.808907,5,9,3
"79",1204,"Prignitz-Oberhavel",381334,0.831073,5,10,3
"80",1205,"Uckermark-Barnim",295810,0.866102,5,10,3
"81",1301,"Mecklenburgische Seenplatte",261733,0.893902,5,10,3
"82",1302,"Mittleres Mecklenburg/Rostock",416045,0.806006,5,9,3
"83",1303,"Vorpommern",461167,0.916854,5,10,3
"84",1304,"Westmecklenburg",460193,0.817851,5,10,3
"85",1401,"Oberes Elbtal/Osterzgebirge",1026007,0.552447,3,6,2
"86",1402,"Oberlausitz-Niederschlesien",566758,0.780215,5,9,3
"87",1403,"Südsachsen",1463341,0.709164,4,8,2
"88",1404,"Westsachsen",999168,0.754737,5,9,3
"89",1501,"Altmark",200739,1,5,10,3
"90",1502,"Anhalt-Bitterfeld-Wittenberg",376858,0.919362,5,10,3
"91",1503,"Halle/S.",745089,0.930503,5,10,3
"92",1504,"Magdeburg",912862,0.906905,5,10,3
"93",1601,"Mittelthüringen",666154,0.7694,5,9,3
"94",1602,"Nordthüringen",366855,0.813351,5,10,3
"95",1603,"Ostthüringen",673285,0.672346,4,8,2
"96",1604,"Südthüringen",450465,0.704141,4,8,2
