"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"85",1401,"Oberes Elbtal/Osterzgebirge",1026007,0.582606,3,6,2
"86",1402,"Oberlausitz-Niederschlesien",566758,0.794832,5,9,3
"87",1403,"Südsachsen",1463341,0.739345,4,8,2
"88",1404,"Westsachsen",999168,0.772849,5,9,3
"89",1501,"Altmark",200739,1,5,10,3
"90",1502,"Anhalt-Bitterfeld-Wittenberg",376858,0.924146,5,10,3
"91",1503,"Halle/S.",745089,0.940738,5,10,3
"92",1504,"Magdeburg",912862,0.929133,5,10,3
"93",1601,"Mittelthüringen",666154,0.793987,5,9,3
"94",1602,"Nordthüringen",366855,0.878637,5,10,3
"95",1603,"Ostthüringen",673285,0.721567,4,8,2
"96",1604,"Südthüringen",450465,0.741853,4,8,2
